,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
15438,22,5,0,0,2,0.5,1.0,0.0,255,1.0,0.0,0.2,4
15439,46,5,0,0,139,1.0,0.06,0.06,20,0.08,0.07,1.0,0
15440,22,9,211,294,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15441,23,1,0,0,104,0.0,0.02,0.09,2,0.01,0.07,0.0,0
15442,46,5,0,0,76,1.0,0.01,0.08,14,0.05,0.07,1.0,0
15443,22,9,231,9950,1,0.0,1.0,0.0,254,1.0,0.0,0.0,4
15444,28,5,0,0,148,1.0,0.12,0.06,18,0.07,0.06,1.0,0
15445,13,9,30,0,1,0.0,1.0,0.0,253,1.0,0.0,0.0,4
15446,41,9,147,105,4,0.0,0.5,0.5,2,0.01,0.86,0.0,4
15447,36,1,0,0,112,0.0,0.1,0.07,11,0.04,0.09,0.0,0
15448,51,9,976,334,1,0.0,1.0,0.0,147,0.45,0.07,0.0,4
15449,51,9,122,232,1,0.0,1.0,0.0,43,0.2,0.82,0.01,4
15450,3,5,0,0,230,1.0,0.01,0.06,3,0.01,0.07,1.0,0
15451,11,9,46,134,93,0.0,1.0,0.0,254,1.0,0.01,0.0,4
15452,33,5,0,0,284,1.0,0.02,0.06,14,0.05,0.07,1.0,0
15453,51,9,561,332,1,0.0,1.0,0.0,84,0.7,0.04,0.0,4
15454,17,9,5,0,34,0.0,0.03,0.06,5,0.01,0.06,0.0,1
15455,22,1,0,0,1,0.0,1.0,0.0,25,1.0,0.0,0.0,4
15456,22,9,194,954639,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15457,22,9,239,1471,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15458,13,9,8,0,1,0.0,1.0,0.0,24,1.0,0.0,0.0,1
15459,34,5,0,0,263,1.0,0.0,0.06,20,0.08,0.07,1.0,0
15460,46,9,28,0,42,0.0,1.0,0.0,42,0.16,0.02,0.0,0
15461,46,5,0,0,105,0.99,0.1,0.07,16,0.06,0.07,1.0,0
15462,23,5,0,0,125,1.0,0.16,0.06,20,0.08,0.07,1.0,0
15463,25,5,0,0,211,1.0,0.05,0.07,10,0.04,0.06,1.0,0
15464,22,9,255,6734,23,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15465,15,1,0,0,70,0.0,0.03,0.07,2,0.01,0.07,0.0,0
15466,19,5,0,0,148,1.0,0.13,0.05,11,0.04,0.07,1.0,0
15467,22,9,243,335,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15468,19,5,0,0,65,0.97,0.22,0.09,34,0.13,0.04,1.0,0
15469,22,9,315,2076,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15470,31,5,0,0,141,1.0,0.09,0.06,8,0.03,0.07,1.0,0
15471,22,9,292,7487,5,0.0,1.0,0.0,37,1.0,0.0,0.0,4
15472,51,9,1769,332,1,0.0,1.0,0.0,142,0.53,0.02,0.0,4
15473,22,9,209,933,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15474,46,5,0,0,129,1.0,0.09,0.06,12,0.05,0.06,1.0,0
15475,22,1,0,0,1,0.0,1.0,0.0,253,1.0,0.0,0.0,4
15476,13,9,8,0,1,0.0,1.0,0.0,102,1.0,0.0,0.0,1
15477,22,9,247,2265,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15478,26,5,0,0,232,1.0,0.01,0.06,3,0.01,0.07,1.0,0
15479,16,5,0,0,92,1.0,0.1,0.08,9,0.04,0.06,1.0,0
15480,19,9,14189,0,12,0.0,1.0,0.0,18,0.9,0.1,0.0,4
15481,13,9,8,0,1,0.0,1.0,0.0,36,1.0,0.0,0.0,1
15482,17,2,0,0,253,0.0,0.05,0.06,12,0.05,0.07,0.0,0
15483,22,9,333,774,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15484,22,9,220,26098,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15485,13,9,18,0,1,0.0,1.0,0.0,207,1.0,0.0,0.0,1
15486,22,1,0,0,1,0.0,1.0,0.0,160,1.0,0.0,0.0,4
15487,14,9,520,0,277,0.0,1.0,0.0,255,1.0,0.0,0.0,0
15488,11,9,46,72,21,0.0,1.0,0.0,66,0.79,0.02,0.0,4
15489,11,9,33,0,1,0.0,1.0,0.0,28,0.12,0.03,0.0,4
15490,46,5,0,0,27,1.0,0.07,0.22,15,0.06,0.08,1.0,0
15491,19,9,6601,0,19,0.0,1.0,0.0,74,0.46,0.05,0.0,4
15492,41,9,147,105,5,0.0,0.2,0.6,1,0.0,0.73,0.0,4
15493,5,5,0,0,100,1.0,0.06,0.06,6,0.02,0.07,1.0,0
15494,13,9,8,0,1,0.0,1.0,0.0,106,1.0,0.0,0.0,1
15495,32,1,0,0,1,0.0,1.0,0.0,2,0.03,1.0,0.0,1
15496,22,9,288,2153,44,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15497,57,9,105,2138,1,0.0,1.0,0.0,1,0.02,0.11,0.0,4
15498,14,9,1480,0,2,0.0,1.0,0.0,14,0.5,0.5,0.0,0
15499,46,4,0,0,1,0.0,1.0,0.0,1,0.01,0.71,0.04,1
15500,22,9,202,1220,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15501,22,9,287,2872,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15502,22,9,226,3630,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15503,11,9,44,137,76,0.0,1.0,0.0,170,0.67,0.01,0.0,4
15504,22,9,252,654,31,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15505,11,9,46,112,202,0.0,1.0,0.0,253,0.99,0.01,0.0,4
15506,14,9,520,0,116,0.0,1.0,0.0,255,1.0,0.0,0.0,0
15507,22,9,309,3928,9,0.0,1.0,0.0,145,1.0,0.0,0.0,4
15508,46,5,0,0,226,1.0,0.07,0.06,15,0.06,0.05,1.0,0
15509,46,4,1,0,2,0.0,1.0,0.0,2,0.01,0.42,0.0,1
15510,11,9,42,42,1,0.0,1.0,0.0,210,0.82,0.01,0.0,4
15511,22,9,183,11087,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15512,41,9,1,0,2,0.0,1.0,0.0,2,0.01,0.15,0.0,1
15513,22,9,216,370,5,0.0,1.0,0.0,5,1.0,0.0,0.0,4
15514,41,1,0,0,509,0.09,0.0,1.0,1,0.0,1.0,0.07,1
15515,13,9,8,0,1,0.0,1.0,0.0,113,1.0,0.0,0.0,1
15516,11,9,45,45,146,0.0,1.0,0.0,196,0.77,0.01,0.0,4
15517,11,9,36,101,1,0.0,1.0,0.0,112,0.89,0.02,0.0,4
15518,3,5,0,0,202,1.0,0.01,0.06,2,0.01,0.07,1.0,0
15519,57,9,104,2827,1,0.0,1.0,0.0,4,0.04,0.08,0.0,4
15520,22,9,227,7488,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15521,51,9,939,325,1,0.0,1.0,0.0,89,0.48,0.05,0.0,4
15522,19,5,0,0,231,1.0,0.04,0.06,10,0.04,0.06,1.0,0
15523,11,9,42,72,249,0.0,1.0,0.0,233,0.91,0.01,0.0,4
15524,51,9,1525,474,1,0.0,1.0,0.0,37,0.15,0.02,0.0,4
15525,59,2,0,0,224,0.0,0.01,0.07,2,0.01,0.08,0.0,0
15526,19,9,0,376,1,0.0,1.0,0.0,63,0.34,0.16,0.0,4
15527,22,9,186,8658,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15528,22,6,336,0,5,0.4,1.0,0.0,255,1.0,0.0,0.01,4
15529,22,9,284,1444,18,0.0,1.0,0.0,172,1.0,0.0,0.0,4
15530,22,9,286,1415,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15531,19,5,0,0,189,1.0,0.02,0.06,4,0.02,0.07,1.0,0
15532,22,9,232,584,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15533,20,5,0,0,143,1.0,0.05,0.06,9,0.04,0.07,1.0,0
15534,51,5,0,0,13,1.0,1.0,0.0,135,0.46,0.02,0.98,0
15535,51,9,1365,334,1,0.0,1.0,0.0,123,0.48,0.02,0.0,4
15536,46,5,0,0,207,1.0,0.0,0.05,1,0.0,0.05,1.0,0
15537,38,1,0,0,119,0.0,0.08,0.07,9,0.04,0.07,0.0,0
15538,13,9,8,0,1,0.0,1.0,0.0,212,1.0,0.0,0.0,1
15539,11,9,44,70,234,0.0,1.0,0.0,227,0.89,0.01,0.0,4
15540,22,9,157,607,1,0.0,1.0,0.0,255,1.0,0.0,0.33,4
15541,11,9,42,127,144,0.0,0.99,0.01,254,1.0,0.01,0.0,4
15542,51,9,1970,363,1,0.0,1.0,0.0,127,0.96,0.02,0.0,4
15543,22,9,238,6722,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15544,22,9,54540,8314,4,0.0,1.0,0.0,67,1.0,0.0,0.0,0
15545,46,5,0,0,356,0.03,0.0,1.0,1,0.0,1.0,0.04,1
15546,13,9,8,0,1,0.0,1.0,0.0,44,1.0,0.0,0.0,1
15547,19,5,0,0,37,1.0,0.22,0.11,48,0.19,0.03,1.0,0
15548,46,1,0,0,313,0.0,0.0,0.5,1,0.0,0.51,0.0,1
15549,65,1,0,0,216,0.0,0.06,0.07,13,0.05,0.07,0.0,0
15550,22,9,292,7635,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15551,17,5,0,0,70,1.0,0.26,0.06,64,0.25,0.02,1.0,0
15552,22,9,154,409,1,0.0,1.0,0.0,223,1.0,0.0,0.0,4
15553,64,5,0,0,119,1.0,0.11,0.07,13,0.05,0.07,1.0,0
15554,63,5,0,0,51,1.0,0.24,0.1,12,0.05,0.08,1.0,0
15555,19,9,9178,0,8,0.0,1.0,0.0,96,0.36,0.02,0.0,4
15556,22,9,309,755,3,0.0,1.0,0.0,255,1.0,0.0,0.01,4
15557,41,4,1,0,2,0.0,1.0,0.0,2,0.01,0.74,0.0,1
15558,3,5,0,0,257,1.0,0.04,0.05,10,0.04,0.05,1.0,0
15559,5,5,0,0,106,1.0,0.11,0.06,16,0.06,0.07,1.0,0
15560,13,9,8,0,1,0.0,1.0,0.0,94,1.0,0.0,0.0,1
15561,22,9,230,469,7,0.0,1.0,0.0,255,1.0,0.0,0.01,4
15562,11,9,44,131,78,0.0,1.0,0.0,243,0.95,0.01,0.0,4
15563,33,5,0,0,290,1.0,0.06,0.06,7,0.03,0.08,1.0,0
15564,39,5,0,0,155,1.0,0.1,0.07,15,0.06,0.07,1.0,0
15565,46,5,0,0,258,1.0,0.07,0.06,2,0.01,0.08,1.0,0
15566,22,9,294,9763,41,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15567,14,9,1032,0,12,0.0,1.0,0.0,12,0.05,0.02,0.0,0
15568,22,9,210,910,30,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15569,56,5,0,0,238,1.0,0.05,0.07,11,0.04,0.07,1.0,0
15570,22,9,317,1448,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15571,51,9,1506,332,1,0.0,1.0,0.0,70,0.63,0.04,0.0,4
15572,46,9,28,0,23,0.0,1.0,0.0,23,0.1,0.05,0.02,0
15573,51,9,1456,405,1,0.0,1.0,0.0,67,0.26,0.05,0.46,4
15574,27,5,0,0,130,1.0,0.15,0.06,20,0.08,0.06,1.0,0
15575,22,9,231,1287,18,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15576,11,9,42,127,38,0.0,1.0,0.0,197,0.81,0.02,0.01,4
15577,17,5,0,0,18,1.0,0.22,0.22,63,0.25,0.02,1.0,0
15578,13,9,8,0,1,0.0,1.0,0.0,62,1.0,0.0,0.0,1
15579,19,9,3690,0,16,0.0,1.0,0.0,120,0.49,0.02,0.0,4
15580,46,5,0,0,120,1.0,0.07,0.07,8,0.03,0.07,1.0,0
15581,11,9,46,46,76,0.0,1.0,0.0,242,0.95,0.01,0.0,4
15582,31,2,0,0,130,0.0,0.15,0.05,19,0.07,0.07,0.0,0
15583,43,5,0,0,223,1.0,0.09,0.06,1,0.0,0.07,1.0,0
15584,11,9,44,44,112,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15585,22,9,216,4080,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15586,46,5,0,0,296,1.0,0.02,0.06,5,0.02,0.07,1.0,0
15587,55,5,0,0,219,1.0,0.03,0.07,7,0.03,0.08,1.0,0
15588,22,9,312,296,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15589,28,5,0,0,104,1.0,0.01,0.07,19,0.07,0.05,1.0,0
15590,15,5,0,0,107,1.0,0.02,0.07,2,0.01,0.06,1.0,0
15591,22,9,260,892,27,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15592,22,9,251,388,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15593,13,9,8,0,1,0.0,1.0,0.0,132,1.0,0.0,0.0,1
15594,19,5,0,0,229,1.0,0.09,0.06,20,0.08,0.06,1.0,0
15595,22,9,210,305,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15596,22,9,334,342,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15597,11,9,44,78,269,0.0,1.0,0.0,203,0.8,0.01,0.0,4
15598,46,5,0,0,134,1.0,0.01,0.06,5,0.02,0.06,1.0,0
15599,13,9,8,0,1,0.0,1.0,0.0,200,1.0,0.0,0.0,1
15600,63,5,0,0,231,1.0,0.06,0.06,14,0.05,0.07,1.0,0
15601,22,9,297,27928,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15602,22,9,210,1013,2,0.5,1.0,0.0,252,1.0,0.0,0.1,4
15603,22,9,227,4454,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15604,22,9,199,986,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15605,18,9,1502,4152,1,0.0,1.0,0.0,5,0.5,0.3,0.0,4
15606,22,9,286,27280,2,0.0,1.0,0.0,255,1.0,0.0,0.02,4
15607,38,1,0,0,112,0.0,0.12,0.06,14,0.05,0.06,0.0,0
15608,9,5,0,0,209,1.0,0.08,0.07,16,0.06,0.07,1.0,0
15609,57,5,0,0,80,1.0,0.21,0.06,16,0.06,0.07,1.0,0
15610,22,9,314,2527,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15611,46,5,0,0,131,1.0,0.01,0.08,1,0.0,0.07,1.0,0
15612,36,1,0,0,238,0.0,0.01,0.07,2,0.01,0.07,0.0,0
15613,22,9,200,626,18,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15614,22,9,204,3591,30,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15615,46,1,0,0,20,0.0,0.05,1.0,1,0.01,0.25,0.0,1
15616,51,9,1915,326,1,0.0,1.0,0.0,65,0.61,0.06,0.0,4
15617,19,9,12983,0,2,0.0,1.0,0.0,68,1.0,0.0,0.0,4
15618,41,9,147,0,7,0.14,0.14,0.57,1,0.0,0.62,0.0,4
15619,35,5,0,0,93,1.0,0.02,0.06,2,0.01,0.05,1.0,0
15620,22,9,299,305,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15621,15,1,0,0,113,0.0,0.14,0.06,16,0.06,0.06,0.0,0
15622,31,5,0,0,70,1.0,0.1,0.07,7,0.03,0.06,1.0,0
15623,22,9,244,1451,3,0.33,1.0,0.0,255,1.0,0.0,0.0,4
15624,22,9,316,4061,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15625,56,1,0,0,238,0.0,0.0,0.07,1,0.0,0.08,0.0,0
15626,22,9,351,3675,18,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15627,62,5,0,0,146,1.0,0.16,0.05,23,0.09,0.05,1.0,0
15628,57,5,0,0,22,1.0,0.59,0.09,53,0.21,0.04,1.0,0
15629,10,5,0,0,278,1.0,0.01,0.05,2,0.01,0.07,1.0,0
15630,22,9,246,367,22,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15631,46,5,0,0,120,0.99,0.12,0.07,14,0.05,0.05,1.0,0
15632,22,9,268,9518,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15633,22,9,210,1759,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15634,38,1,0,0,118,0.0,0.11,0.07,13,0.05,0.07,0.0,0
15635,19,9,19,0,1,0.0,1.0,0.0,104,0.59,0.06,0.0,4
15636,25,5,0,0,275,1.0,0.03,0.06,8,0.03,0.06,1.0,0
15637,46,5,0,0,300,1.0,0.02,0.06,2,0.01,0.07,1.0,0
15638,40,9,48,48,1,0.0,1.0,0.0,210,0.82,0.01,0.0,4
15639,22,9,207,7190,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15640,11,9,44,69,241,0.0,1.0,0.01,250,0.98,0.01,0.0,4
15641,46,5,0,0,190,1.0,0.02,0.06,4,0.02,0.06,1.0,0
15642,22,9,283,18037,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15643,28,1,0,0,146,0.0,0.13,0.06,19,0.07,0.06,0.0,0
15644,46,9,6,0,511,0.09,0.0,1.0,1,0.0,1.0,0.14,1
15645,22,9,233,301,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15646,22,9,255,488,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15647,34,1,0,0,235,0.0,0.02,0.07,4,0.02,0.07,0.0,0
15648,18,9,316,1043,1,0.0,1.0,0.0,46,0.26,0.03,0.0,4
15649,46,5,0,0,179,1.0,0.07,0.06,13,0.05,0.07,1.0,0
15650,46,5,0,0,215,1.0,0.05,0.06,6,0.02,0.08,1.0,0
15651,51,9,1290,335,1,0.0,1.0,0.0,164,0.63,0.04,0.0,4
15652,62,5,0,0,117,1.0,0.16,0.07,19,0.07,0.07,1.0,0
15653,31,5,0,0,120,1.0,0.04,0.08,16,0.06,0.07,1.0,0
15654,14,9,520,0,105,0.0,1.0,0.0,255,1.0,0.0,0.0,0
15655,11,9,45,81,123,0.0,1.0,0.0,254,1.0,0.01,0.0,4
15656,11,9,46,46,142,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15657,40,9,48,48,4,0.0,0.25,0.5,142,0.56,0.01,0.0,4
15658,46,5,0,0,178,1.0,0.01,0.06,19,0.07,0.06,1.0,0
15659,41,9,147,0,4,0.0,0.25,0.75,1,0.02,0.6,0.0,4
15660,22,9,266,486,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15661,46,2,0,0,115,0.0,0.1,0.08,12,0.05,0.06,0.0,0
15662,22,9,211,1349,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15663,51,9,894,330,1,0.0,1.0,0.0,160,0.64,0.1,0.01,4
15664,57,5,0,0,29,1.0,0.31,0.07,9,0.04,0.07,1.0,0
15665,57,5,0,0,67,1.0,0.25,0.06,44,0.17,0.04,1.0,0
15666,9,5,0,0,121,1.0,0.17,0.07,13,0.05,0.07,1.0,0
15667,62,5,0,0,105,1.0,0.05,0.06,5,0.02,0.05,1.0,0
15668,22,1,0,0,1,0.0,1.0,0.0,244,1.0,0.0,0.0,4
15669,14,9,1032,0,220,0.0,1.0,0.0,255,1.0,0.0,0.0,0
15670,22,1,0,0,1,0.0,1.0,0.0,65,1.0,0.0,0.0,4
15671,38,5,0,0,138,1.0,0.14,0.05,20,0.08,0.06,1.0,0
15672,41,9,145,0,3,0.0,0.33,0.67,1,0.33,0.67,0.0,4
15673,13,9,8,0,1,0.0,1.0,0.0,181,1.0,0.0,0.0,1
15674,22,9,353,7262,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15675,22,9,221,756,27,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15676,46,5,0,0,85,1.0,0.02,0.07,4,0.02,0.07,1.0,0
15677,11,9,45,136,67,0.0,1.0,0.0,238,0.93,0.02,0.0,4
15678,22,9,338,256,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15679,41,9,146,105,1,0.0,1.0,0.0,1,0.01,0.65,0.0,4
15680,46,5,0,0,81,1.0,0.21,0.06,4,0.02,0.07,1.0,0
15681,13,9,8,0,1,0.0,1.0,0.0,178,1.0,0.0,0.0,1
15682,46,5,0,0,140,1.0,0.03,0.06,24,0.09,0.06,1.0,0
15683,22,9,238,2698,6,0.0,1.0,0.0,253,0.99,0.01,0.0,4
15684,46,5,0,0,114,1.0,0.11,0.07,19,0.07,0.07,1.0,0
15685,55,5,0,0,159,1.0,0.07,0.06,11,0.04,0.06,1.0,0
15686,11,9,45,150,83,0.0,1.0,0.0,138,0.68,0.02,0.0,4
15687,46,5,0,0,91,1.0,0.05,0.07,19,0.07,0.06,1.0,0
15688,22,9,311,26340,2,0.0,1.0,0.0,255,1.0,0.0,0.01,4
15689,53,5,0,0,72,1.0,0.19,0.06,8,0.03,0.07,1.0,0
15690,18,5,0,0,239,1.0,0.03,0.06,7,0.03,0.06,1.0,0
15691,46,5,0,0,106,1.0,0.08,0.07,21,0.08,0.06,1.0,0
15692,46,5,0,0,104,1.0,0.02,0.07,17,0.07,0.09,1.0,0
15693,34,1,0,0,218,0.0,0.06,0.07,12,0.05,0.09,0.0,0
15694,22,1,0,0,224,0.0,0.05,0.07,12,0.05,0.07,0.0,0
15695,11,9,38,54,3,0.0,1.0,0.0,250,0.98,0.01,0.0,4
15696,0,8,390,7872,2,0.5,0.5,1.0,5,0.56,0.22,0.11,4
15697,11,9,45,126,42,0.0,1.0,0.0,254,1.0,0.01,0.0,4
15698,46,4,0,0,1,0.0,1.0,0.0,1,0.0,0.73,0.0,1
15699,11,9,43,125,196,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15700,13,9,8,0,1,0.0,1.0,0.0,123,1.0,0.0,0.0,1
15701,62,2,0,0,110,0.0,0.04,0.07,4,0.02,0.06,0.0,0
15702,13,9,8,0,1,0.0,1.0,0.0,90,1.0,0.0,0.0,1
15703,46,5,0,0,234,1.0,0.01,0.07,3,0.01,0.07,1.0,0
15704,46,1,0,0,104,0.0,0.02,0.08,22,0.09,0.07,0.0,0
15705,22,9,321,867,21,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15706,13,9,8,0,1,0.0,1.0,0.0,35,1.0,0.0,0.0,1
15707,65,5,0,0,298,1.0,0.06,0.05,13,0.05,0.06,1.0,0
15708,22,9,221,35096,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15709,46,1,0,0,143,0.01,0.01,1.0,1,0.0,0.59,0.0,1
15710,19,5,0,0,246,1.0,0.05,0.06,13,0.05,0.06,1.0,0
15711,31,2,0,0,140,0.0,0.14,0.06,19,0.07,0.07,0.0,0
15712,62,5,0,0,133,1.0,0.18,0.05,24,0.09,0.05,1.0,0
15713,51,9,11895,1359,1,0.0,1.0,0.0,134,0.67,0.02,0.0,4
15714,22,9,298,5175,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15715,22,9,306,259,3,0.0,1.0,0.0,201,1.0,0.0,0.0,4
15716,22,5,0,0,171,1.0,0.04,0.06,6,0.02,0.05,1.0,0
15717,65,5,0,0,246,1.0,0.08,0.07,20,0.08,0.07,1.0,0
15718,19,9,12,0,1,0.0,1.0,0.0,35,0.38,0.04,0.0,4
15719,22,9,244,994,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15720,26,5,0,0,243,1.0,0.06,0.07,14,0.05,0.08,1.0,0
15721,11,9,45,109,102,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15722,19,9,965,0,23,0.0,1.0,0.0,125,0.49,0.02,0.0,4
15723,19,9,2194619,0,2,0.0,1.0,0.0,14,0.15,0.04,0.0,4
15724,22,9,295,2113,2,0.0,1.0,0.0,255,1.0,0.0,0.01,4
15725,22,9,222,267,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15726,41,9,147,105,3,0.0,0.33,0.67,3,0.01,0.57,0.0,4
15727,11,9,45,45,146,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15728,22,9,162,19994,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15729,22,9,211,2251,26,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15730,51,9,1907,366,1,0.0,1.0,0.0,247,0.98,0.04,0.0,4
15731,13,9,18,0,1,0.0,1.0,0.0,161,1.0,0.0,0.0,1
15732,51,9,2635,328,1,0.0,1.0,0.0,97,0.83,0.03,0.0,4
15733,4,5,0,0,236,1.0,0.08,0.05,19,0.1,0.06,0.99,0
15734,25,5,0,0,259,1.0,0.02,0.07,4,0.02,0.09,1.0,0
15735,46,5,0,0,264,1.0,0.0,0.06,12,0.05,0.07,1.0,0
15736,46,5,0,0,217,1.0,0.06,0.07,14,0.05,0.07,1.0,0
15737,3,1,0,0,251,0.0,0.01,0.07,2,0.01,0.07,0.0,0
15738,46,5,0,0,90,1.0,0.02,0.07,19,0.07,0.07,1.0,0
15739,11,9,46,46,4,0.0,1.0,0.0,254,1.0,0.01,0.0,4
15740,22,1,0,0,1,0.0,1.0,0.0,160,1.0,0.0,0.0,4
15741,46,4,1,0,2,0.0,1.0,0.0,2,0.01,0.72,0.0,1
15742,46,5,0,0,288,1.0,0.02,0.06,11,0.04,0.08,1.0,0
15743,22,9,298,2275,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15744,22,9,206,337,22,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15745,64,5,0,0,282,1.0,0.01,0.06,4,0.02,0.07,1.0,0
15746,22,9,284,681,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15747,4,5,0,0,245,1.0,0.02,0.06,4,0.02,0.05,1.0,0
15748,17,5,0,0,31,1.0,0.32,0.1,62,0.24,0.02,1.0,0
15749,22,9,204,297,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15750,22,9,292,3480,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15751,14,9,30,0,2,0.0,1.0,0.0,182,1.0,0.0,0.0,4
15752,59,2,0,0,190,0.0,0.1,0.06,19,0.07,0.07,0.0,0
15753,22,9,292,2572,23,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15754,22,9,250,1215,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15755,19,9,15722,0,5,0.2,1.0,0.0,63,0.38,0.02,0.01,4
15756,46,5,0,0,219,1.0,0.05,0.06,11,0.04,0.06,1.0,0
15757,46,9,28,0,58,0.0,1.0,0.0,25,0.1,0.01,0.0,0
15758,22,9,324,9572,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15759,46,5,0,0,239,1.0,0.03,0.05,7,0.03,0.07,1.0,0
15760,22,9,243,910,2,0.0,1.0,0.0,160,1.0,0.0,0.0,4
15761,18,9,1460,4152,1,0.0,1.0,0.0,59,0.26,0.02,0.0,4
15762,46,5,0,0,212,1.0,0.09,0.08,20,0.08,0.08,1.0,0
15763,2,1,0,0,287,0.0,0.06,0.06,16,0.06,0.07,0.0,0
15764,57,5,0,0,67,1.0,0.21,0.06,54,0.21,0.03,1.0,0
15765,22,9,303,2495,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15766,11,9,44,73,235,0.0,1.0,0.01,247,0.97,0.01,0.0,4
15767,22,1,0,0,1,0.0,1.0,0.0,249,1.0,0.0,0.0,4
15768,11,9,45,45,111,0.0,1.0,0.0,255,1.0,0.0,0.0,4
15769,51,2,0,0,1,0.0,1.0,0.0,149,0.69,0.02,0.0,4
15770,3,5,0,0,250,1.0,0.03,0.06,8,0.03,0.07,1.0,0
15771,46,9,1,0,4,0.0,1.0,0.0,35,0.14,0.44,0.03,1
15772,19,9,740,0,2,0.0,1.0,0.0,12,0.13,0.04,0.0,4
15773,46,5,0,0,49,1.0,0.18,0.12,9,0.04,0.09,1.0,0
15774,22,9,338,238,1,0.0,1.0,0.0,253,1.0,0.0,0.0,4
