L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label
57728,80,6,7,458,2163,5,5,27,208,1
49398,80,6,7,518,3812,5,7,27,68,1
47730,80,6,7,538,2239,5,6,27,14,1
34722,80,6,7,483,696,5,4,27,120,1
42578,80,6,7,564,12815,6,12,27,1399,1
36221,52654,17,12,353,0,1,0,0,0,0
47580,80,6,7,746,2239,5,6,27,16,1
47748,80,6,7,508,2239,5,6,27,14,1
58306,80,6,7,458,2163,5,5,27,320,1
54417,53,17,5,100,100,2,2,0,3,1
42626,80,6,7,658,12815,7,12,27,1354,1
51539,5355,17,154,122,0,2,0,0,0,0
38754,80,6,7.178,613,12815,6,12,27,1688,1
44281,1900,17,153.12,459,0,3,0,0,612,0
41748,80,6,7,586,12815,6,12,27,1319,1
44775,53,17,5.203,67,788,1,1,0,15,0
58308,80,6,7,477,2286,5,6,27,1716,1
50899,53,17,5,108,108,2,2,0,3,1
42186,80,6,7,548,12815,6,12,27,1504,1
41826,80,6,7,873,12815,6,12,27,1619,1
58762,53,17,5.126,60,159,1,1,0,104,0
34840,53,17,5,72,600,1,1,0,375,0
28806,53,17,5,73,801,1,1,0,297,0
47038,80,6,7,552,2239,5,6,27,11,1
49938,49152,6,7,403,1203,5,5,27,18,0
41544,80,6,7,562,12815,6,12,27,1627,1
37982,80,6,7.178,558,12815,6,12,27,2424,1
54402,1900,17,153.12,306,0,2,0,0,305,0
34466,80,6,7,462,696,5,4,27,106,1
58262,80,6,7,458,2163,5,5,27,229,1
45012,80,6,7,474,2816,5,6,27,1659,1
62509,53,17,5,59,142,1,1,0,215,0
42938,1900,17,153.12,459,0,3,0,0,619,0
49312,80,6,7,590,3812,6,7,27,67,1
46904,80,6,7,863,2239,6,6,27,21,1
50894,9197,6,7,344,3913,5,7,27,10,0
51867,1900,17,153.12,459,0,3,0,0,611,0
34264,80,6,7,458,2163,5,5,27,155,1
50217,9197,6,7,344,2022,5,6,27,11,0
47054,80,6,7,521,2239,5,6,27,11,1
56434,80,6,7,480,696,5,4,27,163,1
58880,80,6,7,510,696,5,4,27,143,1
57776,80,6,7,458,2163,5,5,27,218,1
50133,9197,6,7,344,608,5,5,27,10,0
50135,9197,6,7,488,6921,5,9,27,14,0
37471,53,17,5.178,86,239,1,1,0,57,0
58404,80,6,7,850,696,5,4,27,190,1
47924,80,6,7,695,2413,6,6,27,1752,1
56390,80,6,7,450,696,5,4,27,134,1
49166,80,6,7,480,3812,5,7,27,80,1
47516,80,6,7,580,2525,6,6,27,1001,1
49080,80,6,7,543,3812,5,7,27,61,1
34578,80,6,7,498,696,5,4,27,115,1
50052,9197,6,7,381,3770,5,7,27,16,0
36659,53,17,5,75,240,1,1,0,12,0
58608,80,6,7,462,696,5,4,27,172,1
49955,1900,17,153.12,459,0,3,0,0,616,0
41620,80,6,7,550,12815,6,12,27,1543,1
47038,80,6,7,552,2239,5,6,27,11,1
50056,9197,6,7,344,608,5,5,27,13,0
57938,80,6,7,564,696,6,4,27,238,1
58040,80,6,7,458,2163,5,5,27,340,1
49952,7678,6,7,406,1945,5,6,27,17,0
49424,80,6,7,477,3812,5,7,27,74,1
50988,9197,6,7,400,3770,5,7,27,21,0
13470,53,17,5,80,873,1,1,0,12,0
49148,80,6,7,507,3812,5,7,27,78,1
56504,59443,17,12,5564,0,16,0,0,2187,0
50014,80,6,7,216,2239,4,6,27,110,1
57913,15600,17,0,63,0,1,0,0,0,0
58326,80,6,7,572,696,5,4,27,153,1
58730,80,6,7,497,696,5,4,27,149,1
47666,15600,17,0,63,0,1,0,0,0,0
64962,64251,17,12,629,0,2,0,0,8,0
42570,80,6,7,557,12815,6,12,27,1416,1
41878,80,6,7,848,12815,6,12,27,1554,1
58562,80,6,7,60,60,1,1,18,314,1
54430,53,17,5,108,108,2,2,0,3,1
34692,80,6,7,458,2163,5,5,27,144,1
58888,80,6,7,524,696,5,4,27,171,1
64701,53,17,5,74,117,1,1,0,225,0
34806,80,6,7,462,696,5,4,27,135,1
56870,80,6,7,458,2163,5,5,27,154,1
36118,80,6,7.178,544,12815,5,12,27,1293,1
47822,80,6,7,639,2239,6,6,27,13,1
47834,80,6,7,541,2239,5,6,27,11,1
58320,80,6,7,458,2163,5,5,27,242,1
58074,80,6,7,526,2816,6,6,27,1395,1
58898,80,6,7,458,2163,5,5,27,204,1
49264,80,6,7,487,3812,5,7,27,54,1
57586,80,6,7,462,696,5,4,27,162,1
47622,80,6,7,927,2239,6,6,27,12,1
49004,80,6,7,486,3812,5,7,27,60,1
35976,80,6,7.178,505,12815,5,12,27,1282,1
35754,80,6,7.178,541,12815,6,12,27,1649,1
41700,80,6,7,564,12815,6,12,27,1620,1
54458,53,17,5,130,146,2,2,0,2,1
51393,9197,6,7,344,855,5,5,27,9,0
34460,80,6,7,458,2163,5,5,27,142,1
49440,80,6,7,518,3760,5,6,27,91,1
48854,80,6,7,546,2816,6,6,27,1371,1
57640,80,6,7,458,2163,5,5,27,218,1
49000,80,6,7,509,3812,5,7,27,85,1
58020,80,6,7,458,2163,5,5,27,371,1
49899,53,17,5,130,146,2,2,0,4,1
46082,80,6,7,526,2816,6,6,27,1636,1
34654,80,6,7,535,696,5,4,27,141,1
42792,80,6,7,585,12815,6,12,27,1312,1
58558,80,6,7,458,2163,5,5,27,207,1
49520,80,6,7,531,3760,5,6,27,46,1
56916,80,6,7,510,696,5,4,27,132,1
41812,80,6,7,564,12815,6,12,27,1253,1
41556,80,6,7.178,565,12815,6,12,27,1519,1
46112,80,6,7,501,2479,5,6,27,1785,1
48978,80,6,7,799,3812,6,7,27,111,1
57406,80,6,7,459,696,5,4,27,234,1
58054,80,6,7,180,132,4,3,19,38,1
50122,9197,6,7,344,608,5,5,27,9,0
34374,80,6,7,760,696,5,4,27,150,1
56864,80,6,7,497,696,5,4,27,138,1
47926,80,6,7,694,2413,6,6,27,1729,1
47040,80,6,7,611,2239,6,6,27,11,1
58406,80,6,7,458,2163,5,5,27,222,1
41678,80,6,7.178,564,12815,6,12,27,1415,1
80,45180,6,7,104,104,2,2,17,7809,0
47760,80,6,7,594,2239,6,6,27,13,1
35496,80,6,7.178,533,12815,6,12,27,1451,1
50139,9197,6,7,494,22815,7,19,27,30,0
52129,9197,6,7,454,22815,6,19,27,24,0
49502,80,6,7,556,3812,5,7,27,43,1
50332,9197,6,7,344,608,5,5,27,13,0
42083,15600,17,0,63,0,1,0,0,0,0
59450,53,17,5,108,108,2,2,0,2,1
36158,80,6,7.178,547,12867,6,13,27,1254,1
34448,80,6,7,458,2163,5,5,27,178,1
57437,53,17,5.126,61,332,1,1,0,177,0
46922,80,6,7,875,2239,5,6,27,6,1
42126,80,6,7,563,12815,6,12,27,1524,1
56504,53691,17,12,5564,0,16,0,0,4193,0
47434,80,6,7,526,2816,6,6,27,1650,1
58896,80,6,7,538,696,5,4,27,163,1
47128,80,6,7,514,2239,5,6,27,14,1
49196,80,6,7,511,3812,5,7,27,109,1
51324,9197,6,7,344,3913,5,7,27,19,0
47802,80,6,7,524,2239,5,6,27,13,1
50326,5357,6,7,1206,2582,6,5,27,3,0
49944,53,17,5,130,146,2,2,0,2,1
59345,53,17,5,100,100,2,2,0,2,1
47030,80,6,7,531,2239,5,6,27,20,1
58014,80,6,7,482,696,5,4,27,340,1
48820,80,6,7,599,2286,6,6,27,997,1
49292,80,6,7,503,3760,5,6,27,72,1
56434,80,6,7,480,696,5,4,27,163,1
58848,80,6,7,535,696,5,4,27,134,1
42460,80,6,7,538,12815,6,12,27,1447,1
49328,80,6,7,500,3812,5,7,27,130,1
34564,80,6,7,458,2163,5,5,27,180,1
58464,80,6,7,471,696,5,4,27,157,1
47974,80,6,7,112,60,2,1,18,331,1
56546,80,6,7,854,696,5,4,27,231,1
32997,15600,17,0,63,0,1,0,0,0,0
47714,80,6,7,635,2239,5,6,27,13,1
58358,80,6,7,458,2163,5,5,27,179,1
46864,80,6,7,534,2239,5,6,27,24,1
50540,41952,6,7,859,4374,11,12,27,749,0
56600,80,6,7,458,2163,5,5,27,171,1
47774,80,6,7,514,2239,5,6,27,33,1
46850,80,6,7,502,2239,5,6,27,218,1
34462,80,6,7,465,696,5,4,27,109,1
56986,80,6,7,458,2163,5,5,27,204,1
64574,53,17,5,73,255,1,1,0,13,0
42054,53,17,5,130,146,2,2,0,0,1
50318,5357,6,7,1206,2582,6,5,27,4,0
34896,80,6,7,458,2163,5,5,27,165,1
58688,80,6,7,511,696,5,4,27,147,1
2747,53,17,5.22,76,108,1,1,0,17,0
49240,80,6,7,490,3812,5,7,27,61,1
35290,80,6,7.178,846,12815,6,12,27,1528,1
49018,80,6,7,492,3760,5,6,27,105,1
42632,80,6,7,613,12815,6,12,27,1397,1
50329,9197,6,7,400,3770,5,7,27,16,0
56972,80,6,7,521,696,5,4,27,119,1
63496,53,17,5.126,60,336,1,1,0,184,0
57368,80,6,7,479,2052,5,5,27,303,1
48770,80,6,7,364,0,7,0,17,33542,1
56564,80,6,7,458,2163,5,5,27,381,1
47178,80,6,7,216,112,4,2,19,14,1
59562,1900,17,153.12,5668,0,36,0,0,15023,0
2056,53,17,5,80,2137,1,2,0,218,0
56544,80,6,7,458,2163,5,5,27,313,1
58314,80,6,7,480,696,5,4,27,242,1
41464,53,17,5,130,146,2,2,0,0,1
56355,15600,17,0,63,0,1,0,0,0,0
51343,53,17,5,140,480,2,2,0,246,1
49486,80,6,7,500,3760,5,6,27,77,1
50900,9197,6,7,494,22815,7,19,27,19,0
59634,54022,17,12,344,0,1,0,0,0,0
47796,80,6,7,590,2239,5,6,27,11,1
58032,80,6,7,112,60,2,1,18,334,1
35318,53691,17,12,440,0,1,0,0,0,0
47612,80,6,7,817,2239,5,6,27,3,1
53431,15600,17,0,63,0,1,0,0,0,0
15654,53,17,5,129,780,1,1,0,178,0
46822,80,6,7,552,2525,5,6,27,1084,1
45944,80,6,7,52,0,1,0,17,0,1
55342,1900,17,153.12,5668,0,36,0,0,15053,0
59439,5355,17,154,122,0,2,0,0,0,0
56566,80,6,7,703,696,5,4,27,241,1
38492,80,6,7.178,807,12815,5,12,27,1635,1
51381,7678,6,7,387,1945,5,6,27,36,0
14021,53,17,5.178,71,240,1,1,0,125,0
9467,53,17,5,81,123,1,1,0,124,0
47052,80,6,7,563,2239,6,6,27,11,1
38770,53,17,5.126,71,99,1,1,0,182,0
49666,80,6,7,527,2525,5,6,27,1186,1
34520,80,6,7,458,2163,5,5,27,185,1
57564,80,6,7,458,2163,5,5,27,403,1
49318,80,6,7,483,3760,5,6,27,71,1
34526,80,6,7,489,696,5,4,27,123,1
56704,80,6,7,458,2163,5,5,27,315,1
49218,80,6,7,636,3812,6,7,27,54,1
41156,80,6,7,674,1087,5,4,27,6348,0
42078,80,6,7,594,12815,5,12,27,1547,1
57582,80,6,7,705,696,5,4,27,208,1
58322,80,6,7,572,696,5,4,27,185,1
11326,53,17,5,73,804,1,1,0,125,0
58848,80,6,7,535,696,5,4,27,134,1
48774,80,6,7,364,0,7,0,17,32262,1
56496,80,6,7,458,2163,5,5,27,231,1
57752,80,6,7,458,2163,5,5,27,232,1
61773,58856,17,12,629,0,2,0,0,19,0
56562,80,6,7,723,696,5,4,27,310,1
56383,53,17,5,140,492,2,2,0,5,1
50886,7678,6,7,406,1945,5,6,27,12,0
57446,80,6,7,480,696,5,4,27,159,1
57550,80,6,7,833,696,5,4,27,292,1
57658,80,6,7,460,696,5,4,27,112,1
50912,9197,6,7,344,2022,5,6,27,13,0
34418,80,6,7,822,696,5,4,27,132,1
64067,51998,17,12,629,0,2,0,0,0,0
41966,80,6,7,788,12815,6,12,27,1610,1
41301,15600,17,0,63,0,1,0,0,0,0
34810,80,6,7,472,696,5,4,27,117,1
35524,80,6,7.178,592,12815,5,12,27,1661,1
54084,55342,17,12,629,0,2,0,0,0,0
60165,59562,17,12,344,0,1,0,0,0,0
27208,53,17,5,67,788,1,1,0,12,0
58366,80,6,7,458,2163,5,5,27,223,1
46980,80,6,7,533,2239,5,6,27,21,1
58838,80,6,7,458,2163,5,5,27,197,1
49972,80,6,7,823,2239,5,6,27,243,1
37360,53,17,5,130,146,2,2,0,2,1
49238,80,6,7,502,3812,5,7,27,51,1
42804,80,6,7,592,12815,6,12,27,1239,1
58892,80,6,7,531,696,5,4,27,185,1
47642,80,6,7,563,2239,6,6,27,34,1
49888,80,6,7,528,2239,5,6,27,902,1
49070,80,6,7,511,3760,5,6,27,62,1
57558,80,6,7,856,696,5,4,27,237,1
56906,80,6,7,538,2163,7,5,27,227,1
62674,3702,17,153,8864,0,8,0,0,431,0
38576,80,6,7.178,563,12815,6,12,27,1593,1
51801,55513,17,12,629,0,2,0,0,0,0
41680,80,6,7,667,12815,6,12,27,1397,1
56388,80,6,7,458,2163,5,5,27,169,1
33699,53691,17,12,353,0,1,0,0,0,0
48814,80,6,7,212,2174,5,4,29,322,1
36058,80,6,7.178,557,12815,6,12,27,1454,1
34512,80,6,7,458,2163,5,5,27,132,1
42987,15600,17,0,63,0,1,0,0,0,0
34766,80,6,7,482,696,5,4,27,105,1
47904,80,6,7,636,2484,7,6,27,7627,1
34476,80,6,7,458,2163,5,5,27,143,1
36102,59562,17,12,353,0,1,0,0,0,0
49008,80,6,7,492,3812,5,7,27,64,1
57784,80,6,7,514,696,5,4,27,155,1
56514,80,6,7,741,696,5,4,27,153,1
49700,80,6,7,604,2286,6,6,27,973,1
34544,80,6,7,458,2163,5,5,27,159,1
49512,80,6,7,510,3812,5,7,27,70,1
47052,80,6,7,563,2239,6,6,27,11,1
47614,80,6,7,815,2239,5,6,27,12,1
51690,41952,6,7,859,4374,11,12,27,303,0
35552,80,6,7.178,581,12815,6,12,27,1428,1
47778,80,6,7,527,2239,5,6,27,25,1
47008,80,6,7,550,2239,5,6,27,4,1
34508,80,6,7,458,2163,5,5,27,147,1
34796,80,6,7,458,2163,5,5,27,186,1
47178,80,6,7,216,112,4,2,19,14,1
49202,80,6,7,518,3812,5,7,27,99,1
35584,80,6,7.178,574,12815,6,12,27,1425,1
54492,53,17,5,68,787,1,1,0,12,0
58482,80,6,7,498,2163,6,5,27,223,1
5353,5353,17,8,554,0,6,0,0,0,0
47670,80,6,7,668,2239,6,6,27,19,1
0,0,2,82,160,0,5,0,0,2500,0
50136,41952,6,7,558,4350,8,9,27,64,0
50928,9197,6,7,344,608,5,5,27,11,0
37596,53,17,5,98,129,1,1,0,163,0
38662,80,6,7.178,538,12815,6,12,27,1638,1
58834,80,6,7,458,2163,5,5,27,217,1
49982,1900,17,153.12,7648,0,48,0,0,40543,0
48958,80,6,7,871,3812,5,7,27,106,1
42058,80,6,7,646,12815,6,12,27,1544,1
50184,9197,6,7,494,22815,7,19,27,26,0
49122,80,6,7,597,3812,5,7,27,61,1
50083,53,17,5.178,78,264,1,1,0,125,0
57328,53,17,5,56,1125,1,1,0,13,0
52214,53,17,5,57,144,1,1,0,48,0
57898,80,6,7,532,696,5,4,27,187,1
58287,123,17,9,76,76,1,1,0,18,1
52135,41952,6,7,493,2273,7,8,27,301,0
57738,80,6,7,582,696,5,4,27,120,1
58336,80,6,7,668,696,5,4,27,169,1
56706,80,6,7,545,696,5,4,27,272,1
51051,15600,17,0,63,0,1,0,0,0,0
29151,53,17,5,78,409,1,1,0,12,0
50554,7678,6,7,427,1985,6,7,27,105,0
34812,80,6,7,458,2163,5,5,27,140,1
57990,80,6,7,528,696,5,4,27,236,1
2006,53,17,5,86,121,1,1,0,26,0
59319,53,17,5,68,609,1,1,0,218,0
48008,80,6,7,610,2764,7,5,27,2423,1
49284,80,6,7,483,3760,5,6,27,61,1
52388,53,17,5,130,146,2,2,0,3,1
41892,80,6,7,880,12815,5,12,27,1581,1
50032,9197,6,7,984,30362,7,26,27,32,0
57926,80,6,7,503,696,5,4,27,219,1
49024,80,6,7,579,3760,5,6,27,115,1
57500,80,6,7,762,696,5,4,27,184,1
23683,53,17,5,78,110,1,1,0,22,0
38540,80,6,7.178,547,12815,6,12,27,1659,1
41845,53,17,5,130,146,2,2,0,3,1
49268,80,6,7,496,3760,5,6,27,70,1
49662,80,6,7,528,2525,5,6,27,991,1
42484,80,6,7,558,12815,6,12,27,1432,1
57004,80,6,7,496,696,5,4,27,146,1
34478,80,6,7,468,696,5,4,27,105,1
38510,80,6,7.178,800,12815,5,12,27,1663,1
47124,80,6,7,580,2239,5,6,27,12,1
33469,53,17,5,64,775,1,1,0,12,0
53431,53,17,5,130,146,2,2,0,3,1
35826,80,6,7.178,603,12815,6,12,27,1606,1
49288,80,6,7,592,3760,5,6,27,95,1
48352,15600,17,0,63,0,1,0,0,0,0
41522,80,6,7,694,12611,6,12,27,1671,1
41558,80,6,7,788,12815,6,12,27,1627,1
5968,53,17,5,98,177,1,1,0,173,0
58414,80,6,7,458,2163,5,5,27,176,1
50789,53,17,5,1770,2505,15,15,0,6,0
46161,53,17,5,75,605,1,1,0,13,0
47522,80,6,7,579,2525,6,6,27,1035,1
41768,80,6,7,630,12867,7,13,27,1289,1
63764,1900,17,153.12,606,0,3,0,0,2971,0
38682,80,6,7.178,555,12815,5,12,27,1661,1
34862,53,17,5,129,800,1,1,0,24,0
56368,80,6,7,479,2052,5,5,27,233,1
57528,80,6,7,458,2163,5,5,27,218,1
45565,15600,17,0,63,0,1,0,0,0,0
50315,5357,6,7,1206,2582,6,5,27,0,0
46896,80,6,7,842,2239,5,6,27,14,1
58132,80,6,7,975,2938,6,6,27,975,1
57432,80,6,7,458,2163,5,5,27,299,1
47618,80,6,7,846,2239,6,6,27,15,1
58040,80,6,7,520,2485,5,6,27,1317,1
48988,80,6,7,480,3812,5,7,27,59,1
35570,80,6,7.178,563,12867,6,13,27,1633,1
45736,53,17,5,100,100,2,2,0,5,1
34468,80,6,7,458,2163,5,5,27,144,1
48990,80,6,7,480,3812,5,7,27,116,1
35954,80,6,7.178,541,12815,6,12,27,1541,1
56526,80,6,7,762,696,5,4,27,178,1
34524,80,6,7,458,2163,5,5,27,173,1
0,0,2,82,128,0,4,0,0,23,0
49330,80,6,7,480,3760,5,6,27,53,1
47006,80,6,7,556,2239,5,6,27,12,1
41820,80,6,7,873,12815,6,12,27,1599,1
51316,41952,6,7,795,4374,10,12,27,354,0
54144,53,17,5,129,800,1,1,0,22,0
57648,80,6,7,458,2163,5,5,27,225,1
34470,53,17,5,108,108,2,2,0,2,1
55504,53,17,5,130,146,2,2,0,6,1
58042,80,6,7,531,696,5,4,27,262,1
44510,53,17,5,83,423,1,1,0,12,0
41450,80,6,7.178,655,12815,6,12,27,1645,1
41714,80,6,7.178,589,12815,6,12,27,1404,1
34716,80,6,7,458,2163,5,5,27,175,1
41708,80,6,7,617,12815,6,12,27,1369,1
10105,53,17,5.178,72,237,1,1,0,13,0
49968,9197,6,7,400,3770,5,7,27,14,0
58476,80,6,7,471,696,5,4,27,192,1
49902,80,6,7,532,2187,5,5,27,273,1
34894,80,6,7,538,696,5,4,27,146,1
49948,80,6,7,811,2179,5,5,27,261,1
56946,80,6,7,458,2163,5,5,27,189,1
42178,80,6,7,574,12815,6,12,27,1492,1
47594,80,6,7,804,2239,5,6,27,12,1
49340,80,6,7,552,3812,6,7,27,34,1
36010,80,6,7.178,593,12815,6,12,27,1523,1
60320,53,17,5,130,146,2,2,0,80,1
36046,80,6,7,501,2426,5,5,27,1690,1
45194,80,6,7,112,60,2,1,18,316,1
49996,80,6,7,216,216,4,4,19,153,1
47872,80,6,7,584,2239,5,6,27,17,1
61772,53,17,5,72,845,1,1,0,11,0
44045,1900,17,153.12,459,0,3,0,0,718,0
34516,80,6,7,458,2163,5,5,27,157,1
47766,80,6,7,615,2239,6,6,27,12,1
5074,53,17,5,67,788,1,1,0,13,0
39176,15600,17,0,63,0,1,0,0,0,0
46878,80,6,7,621,2239,5,6,27,15,1
47862,80,6,7,542,2239,5,6,27,4,1
49062,80,6,7,502,3812,5,7,27,50,1
49106,80,6,7,517,3812,5,7,27,50,1
48074,53,17,5,108,108,2,2,0,3,1
34956,56304,17,12,350,0,1,0,0,0,0
49438,80,6,7,511,3812,5,7,27,79,1
56586,80,6,7,465,696,5,4,27,151,1
0,0,2,82,128,0,4,0,0,66,0
34384,80,6,7,458,2163,5,5,27,164,1
45022,80,6,7,477,2286,5,6,27,1661,1
37884,1900,17,153.12,306,0,2,0,0,307,0
57484,80,6,7,458,2163,5,5,27,228,1
46982,80,6,7,512,2239,5,6,27,19,1
58834,80,6,7,458,2163,5,5,27,217,1
56936,80,6,7,459,696,5,4,27,172,1
54563,53,17,5,73,298,1,1,0,493,0
42496,80,6,7,572,12815,6,12,27,1392,1
49102,80,6,7,519,3760,5,6,27,41,1
34604,80,6,7,458,2163,5,5,27,149,1
41426,80,6,7.178,532,12815,6,12,27,1994,1
57780,80,6,7,458,2163,5,5,27,212,1
49392,80,6,7,511,3812,5,7,27,111,1
49458,80,6,7,496,3812,5,7,27,70,1
38720,80,6,7.178,679,12815,8,12,27,1688,1
42933,53,17,5,136,168,2,2,0,7,1
42704,80,6,7,589,12815,6,12,27,1324,1
50281,9197,6,7,454,22815,6,19,27,23,0
58272,80,6,7,459,696,5,4,27,177,1
56956,80,6,7,493,696,5,4,27,193,1
49428,80,6,7,480,3760,5,6,27,82,1
35680,80,6,7.178,489,12867,5,13,27,1398,1
46124,80,6,7,112,60,2,1,18,345,1
49168,80,6,7,549,3812,5,7,27,73,1
49617,15600,17,0,63,0,1,0,0,0,0
47850,80,6,7,526,2816,6,6,27,1664,1
49504,80,6,7,483,3812,5,7,27,47,1
57594,80,6,7,458,2163,5,5,27,260,1
58716,80,6,7,476,696,5,4,27,132,1
62249,53,17,5.178,75,228,1,1,0,83,0
49410,80,6,7,546,3760,5,6,27,85,1
58092,80,6,7,550,2478,6,6,27,1420,1
49616,80,6,7,652,2398,6,6,27,982,1
49042,80,6,7,498,3812,5,7,27,87,1
56882,80,6,7,458,2163,5,5,27,183,1
56504,62253,17,12,5564,0,16,0,0,2199,0
58016,80,6,7,458,2203,5,6,27,493,1
56504,50472,17,12,5564,0,16,0,0,4192,0
41540,80,6,7.178,588,12815,5,12,27,1555,1
36563,15600,17,0,63,0,1,0,0,0,0
21032,53,17,5,68,264,1,1,0,13,0
46968,80,6,7,612,2239,5,6,27,14,1
50047,9197,6,7,344,855,5,5,27,13,0
48872,80,6,7,497,3760,5,6,27,1204,1
47608,80,6,7,837,2239,6,6,27,5,1
34872,80,6,7,458,2163,5,5,27,208,1
58514,80,6,7,458,2163,5,5,27,201,1
33107,15600,17,0,63,0,1,0,0,0,0
34630,80,6,7,493,696,5,4,27,115,1
38762,80,6,7.178,216,112,4,2,19,885,1
49640,80,6,7,553,2408,6,6,27,979,1
35314,80,6,7.178,915,12815,6,12,27,1540,1
52677,15600,17,0,63,0,1,0,0,0,0
57278,53,17,5,140,492,2,2,0,3,1
34646,80,6,7,521,696,5,4,27,128,1
58173,5355,17,154,106,0,2,0,0,429,0
57684,80,6,7,499,696,5,4,27,125,1
41254,15600,17,0,63,0,1,0,0,0,0
45490,53,17,5,100,100,2,2,0,3,1
36574,80,6,7.126,548,247,4,3,26,28,0
49958,9197,6,7,344,855,5,5,27,5,0
15796,53,17,5,81,525,1,1,0,318,0
59362,15600,17,0,63,0,1,0,0,0,0
34541,53,17,5,130,285,2,2,0,28,1
47936,80,6,7,526,2816,6,6,27,1683,1
58822,80,6,7,458,2163,5,5,27,203,1
41786,80,6,7,782,12815,6,12,27,1606,1
41125,80,6,7,2134,4387,11,7,27,12020,0
51734,9197,6,7,454,22815,6,19,27,22,0
56504,51546,17,12,5564,0,16,0,0,1278,0
50303,9197,6,68,497,421,5,5,27,13,0
57556,80,6,7,458,2163,5,5,27,386,1
34342,80,6,7,694,696,5,4,27,127,1
48846,80,6,7,503,3760,6,6,27,28,1
40915,53,17,5,56,1125,1,1,0,125,0
41124,80,6,7,14002,90052,67,94,27,16197,0
5353,5353,17,8,688,0,8,0,0,53,0
47086,80,6,7,534,2239,5,6,27,10,1
38758,80,6,7.178,216,112,4,2,19,1568,1
34442,80,6,7,530,696,5,4,27,111,1
47120,80,6,7,573,2239,5,6,27,13,1
51016,41952,6,7,518,4350,7,9,27,14,0
46838,80,6,7,607,2525,6,6,27,149,1
34788,80,6,7,458,2163,5,5,27,141,1
48918,80,6,7,689,3812,5,7,27,72,1
35624,80,6,7.178,422,112,3,2,26,1384,1
47882,80,6,7,391,112,3,2,26,1319,1
0,0,2,82,128,0,4,0,0,44,0
58582,80,6,7,458,2163,5,5,27,200,1
41710,15600,17,0,63,0,1,0,0,0,0
50468,5355,17,154,122,0,2,0,0,0,0
58644,80,6,7,458,2163,5,5,27,176,1
5353,5353,17,8,1108,0,12,0,0,26,0
48046,80,6,7,597,2286,6,6,27,5978,1
49154,80,6,7,726,3760,5,6,27,115,1
36299,53,17,5,130,146,2,2,0,2,1
58830,80,6,7,458,2163,5,5,27,198,1
51149,1900,17,153.12,459,0,3,0,0,616,0
42713,1900,17,153.12,459,0,3,0,0,612,0
41137,80,6,7,2860,4903,13,8,27,19206,0
34290,80,6,7,459,696,5,4,27,119,1
57610,80,6,7,471,696,5,4,27,206,1
49248,80,6,7,520,3812,5,7,27,59,1
54580,53,17,5,100,100,2,2,0,2,1
58112,80,6,7,391,112,3,2,26,630,1
56488,80,6,7,458,2163,5,5,27,209,1
50524,59562,17,12,344,0,1,0,0,0,0
49068,80,6,7,537,3760,5,6,27,62,1
41608,80,6,7.178,582,12815,6,12,27,1463,1
58372,80,6,7,785,696,5,4,27,140,1
49462,80,6,7,510,3812,5,7,27,68,1
47716,80,6,7,629,2239,5,6,27,6,1
41646,80,6,7,513,12815,5,12,27,1449,1
58444,80,6,7,462,696,5,4,27,156,1
36645,53,17,5,140,480,2,2,0,15,1
42504,80,6,7,579,12815,6,12,27,1349,1
51723,9197,6,7,511,17184,7,15,27,38,0
58372,80,6,7,785,696,5,4,27,140,1
35532,80,6,7.178,507,12815,5,12,27,1623,1
56378,80,6,7,516,696,6,4,27,494,1
50308,9197,6,7,345,608,5,5,27,10,0
58098,80,6,7,585,2504,6,6,27,1409,1
40480,80,6,7.178,667,12611,6,12,27,2147,1
57758,80,6,7,472,696,5,4,27,162,1
48912,80,6,7,594,3812,5,7,27,55,1
57772,80,6,7,458,2163,5,5,27,241,1
49967,9197,6,7,381,3770,5,7,27,15,0
56918,80,6,7,458,2163,5,5,27,172,1
5353,5353,17,8,554,0,6,0,0,3,0
48848,80,6,7,520,2486,5,6,27,978,1
40972,53,17,5,54,129,1,1,0,126,1
47034,80,6,7,538,2239,5,6,27,15,1
47984,80,6,7,212,2174,5,4,29,339,1
57462,80,6,7,572,696,5,4,27,178,1
52168,41952,6,7,795,4374,10,12,27,727,0
34272,80,6,7,458,2163,5,5,27,134,1
48904,80,6,7,550,2478,6,6,27,1661,1
34824,80,6,7,538,2163,7,5,27,275,1
35592,80,6,7.178,600,12815,7,12,27,1417,1
49974,80,6,7,772,2239,6,6,27,149,1
34654,80,6,7,535,696,5,4,27,141,1
48942,80,6,7,804,3812,5,7,27,122,1
38696,53,17,5,136,168,2,2,0,4,1
46814,80,6,7,579,2525,6,6,27,1068,1
58348,80,6,7,700,696,5,4,27,119,1
36432,15600,17,0,63,0,1,0,0,0,0
34526,80,6,7,489,696,5,4,27,123,1
56494,80,6,7,789,696,5,4,27,155,1
50140,41952,6,7,795,4374,10,12,27,743,0
34262,80,6,7,476,696,5,4,27,241,1
52148,9197,6,7,344,3913,5,7,27,12,0
56362,80,6,7,518,527,5,4,27,351,1
50072,80,6,7,501,2408,5,6,27,1020,1
48964,80,6,7,854,3760,5,6,27,80,1
